VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JN1AZ0CP4B,Snohomish,Everett,WA,98208,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,44,214353912,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041605
5YJ3E1EB5P,Whitman,Pullman,WA,99163,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,221182468,POINT (-117.17912 46.730885),AVISTA CORP,53075000400
KNAGV4LD2H,Snohomish,Lake Stevens,WA,98258,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,44,147938556,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052711
WBA33AG09P,Chelan,Cashmere,WA,98815,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,12,233861736,POINT (-120.4687 47.5173233),PUD NO 1 OF CHELAN COUNTY,53007960501
5YJ3E1EBXL,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23,259171342,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091900
1N4AZ1CP1K,Thurston,Yelm,WA,98597,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,20,100583633,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012510
1C4JJXN60P,Whitman,Pullman,WA,99163,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,252347217,POINT (-117.17912 46.730885),AVISTA CORP,53075000300
5YJSA1E23L,Snohomish,Mukilteo,WA,98275,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,21,6155635,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001
WAUUPBFF7J,Snohomish,Lake Stevens,WA,98258,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,44,194842364,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607
1C4JJXP60M,Snohomish,Mukilteo,WA,98275,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,21,167310531,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042005
3FA6P0SU7E,Grant,Moses Lake,WA,98837,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,13,208009469,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011102
KNDPZDAH5P,Snohomish,Mill Creek,WA,98012,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,44,244217312,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061041704
1N4BZ0CP8G,Kitsap,Bainbridge Island,WA,98110,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,141242853,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
5YJ3E1EB2J,Snohomish,Stanwood,WA,98292,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,111705415,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202
KNDCC3LG1L,Snohomish,Monroe,WA,98272,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,39,138980376,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052208
3C3CFFGE1J,Snohomish,Mukilteo,WA,98275,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,216974579,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041301
1N4BZ1CP7K,Skagit,La Conner,WA,98257,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,230256323,POINT (-122.5135345 48.3829111),PUGET SOUND ENERGY INC,53057940802
1N4AZ0CP7F,Snohomish,Lynnwood,WA,98037,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,138371796,POINT (-122.297265 47.84182),PUGET SOUND ENERGY INC,53061051602
5YJ3E1EA9L,Snohomish,Monroe,WA,98272,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39,150141141,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203
1N4AZ1CP0K,Thurston,Olympia,WA,98512,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,35,190278315,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011901
5YJ3E1EAXJ,Whitman,Pullman,WA,99163,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,9,200479478,POINT (-117.17912 46.730885),AVISTA CORP,53075000202
5YJXCDE2XL,Snohomish,Lake Stevens,WA,98258,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,44,6320611,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052605
1G1FY6S04L,Thurston,Olympia,WA,98501,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,103625427,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
JTDKARFP5K,Thurston,Lacey,WA,98503,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,474517963,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011300
5YJSA1E20F,Yakima,Yakima,WA,98903,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,14,233774187,POINT (-120.477805 46.553505),PACIFICORP,53077002803
KL8CL6S09G,Snohomish,Mukilteo,WA,98275,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,21,478627558,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001
1N4AZ0CP2D,Skagit,Anacortes,WA,98221,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40,131910502,POINT (-122.615305 48.501275),NO KNOWN ELECTRIC UTILITY SERVICE,53057950100
5YJ3E1EA3L,Thurston,Olympia,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,125755003,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012221
5YJXCAE21H,Snohomish,Snohomish,WA,98296,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,211263118,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052008
5YJ3E1EB7K,Snohomish,Lynnwood,WA,98036,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,342608066,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051930
YV4H60DP5R,Thurston,Lacey,WA,98503,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,257391242,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011300
KNDCC3LD8J,Snohomish,Woodway,WA,98020,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,32,227902741,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050600
5YJ3E1EA1J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,182432071,POINT (-120.6027202 46.5965625),PACIFICORP,53077003400
5YJ3E1EB5N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,194305317,POINT (-117.17912 46.730885),AVISTA CORP,53075000500
1N4AZ0CP8D,King,Seattle,WA,98104,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,37,117179142,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
1N4AZ0CP7D,Snohomish,Snohomish,WA,98290,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44,208697842,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052301
WBY2Z6C53K,Grant,Moses Lake,WA,98837,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,13,166321998,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011002
5YJ3E1EA3J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,151162378,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
5YJ3E1EB9K,Yakima,Selah,WA,98942,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15,170947108,POINT (-120.54188 46.654175),PACIFICORP,53077003200
3FA6P0PU9F,Skagit,Mount Vernon,WA,98273,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,40,9624667,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952303
7SAYGDEE4P,Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,258535644,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002
JTMFB3FV6N,Kitsap,Seabeck,WA,98380,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35,255103145,POINT (-122.847462 47.63836),PUGET SOUND ENERGY INC,53035092000
1N4AZ1CV7M,King,Kirkland,WA,98034,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,151111103,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
WBA8E1C32H,King,Auburn,WA,98092,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,47,178980651,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208
5YJYGAEE3M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,152447368,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
JN1AZ0CP4B,King,Bellevue,WA,98008,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,48,117473275,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
7SAYGAEE7P,King,Lake Forest Park,WA,98155,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,230149321,POINT (-122.3175 47.7578146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021400
1FTBW9CK0N,Snohomish,Arlington,WA,98223,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,209938942,POINT (-122.12324 48.19485),PUGET SOUND ENERGY INC,53061052803
3FMTK2SU5P,Clark,Vancouver,WA,98664,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,257932657,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206
5YJYGDEE0M,King,Kenmore,WA,98028,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,140292148,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
KM8K23AG8P,King,Burien,WA,98146,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,229658278,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
1C4RJYE68P,Kitsap,Bremerton,WA,98311,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,228501871,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091600
7SAYGDEEXN,King,Seattle,WA,98107,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,213481712,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
1V2WNPE8XP,King,Seattle,WA,98115,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,251839423,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
WVGRMPE25M,King,Seattle,WA,98117,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,176591278,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
JTMABABA8P,King,Tukwila,WA,98188,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,251480897,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WBY8P2C00L,King,Seattle,WA,98122,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,37,132197810,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
YV4BR0CK0M,Clark,Vancouver,WA,98685,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,18,141564538,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908
1N4AZ0CP9D,Jefferson,Port Townsend,WA,98368,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,24,192729848,POINT (-122.7644197 48.1195874),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950602
1FADP5CUXG,King,Seattle,WA,98133,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,32,181300626,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000404
5YJ3E1EB0J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,345786549,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
7SAYGDEE6P,King,Seattle,WA,98107,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,221468516,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301
7FCTGAAA7P,Clark,Vancouver,WA,98684,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,245685380,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319
5YJSA1E46G,King,Seattle,WA,98125,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,9949922,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
7SAYGDEE1P,King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,252298504,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507
1C4JJXN65P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,237820187,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5YJ3E1EB3L,King,Kent,WA,98031,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,47,236184728,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029408
3FMTK3SU7N,King,Bellevue,WA,98006,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,196361315,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
5YJ3E1EB3J,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,273605041,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
3C3CFFGE8E,King,Bellevue,WA,98005,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,41,349730062,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
7SAYGDEF2N,King,Woodinville,WA,98072,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,208406075,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
1N4AZ1CP0J,King,Shoreline,WA,98133,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,32,122055398,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700
KNDRMDLH4P,King,Bellevue,WA,98006,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41,231166624,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
7SAYGAEE1P,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,241451878,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
1FADP5CU1D,King,Seattle,WA,98125,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,46,5672362,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900
1G1FX6S05H,King,Seattle,WA,98103,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,126278687,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
2C4RC1L73P,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,239788965,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5YJ3E1EA9J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,301843153,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035092000
50EA1GBAXN,King,Seattle,WA,98133,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,205956642,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJYGDEE7L,King,Redmond,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,110636676,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
1C4RJYB67P,King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,11,245560500,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
1V2JNPE83P,King,Seattle,WA,98104,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,259682440,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009200
5YJ3E1EB5J,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,8589948,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
1N4AZ0CP1F,King,Tukwila,WA,98168,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11,182924423,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200
KM8K23AG9P,King,Seattle,WA,98125,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,253615736,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
JTDKARFP9H,King,Auburn,WA,98092,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,31,348354520,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000
JTMEB3FVXP,Snohomish,Monroe,WA,98272,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,39,257596251,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203
5YJ3E1EA1L,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45,8719168,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
7SAYGDEE5N,King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,201991702,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
7SAYGDEE2P,Clark,Vancouver,WA,98685,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,253233088,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
5YJXCBE27H,King,Bellevue,WA,98006,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41,180664928,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
1N4AZ0CP9F,King,Seattle,WA,98103,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,43,219763099,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000
5YJ3E1EA6J,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,247525806,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
WA1VABGE9K,Kitsap,Bremerton,WA,98312,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,35,251146346,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
7SAYGDEE7P,King,Seattle,WA,98101,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,226110615,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
